id,name,url,price,old_price,brand,city
85132,Батончик шоколадный Bounty 55г x 32 шт,https://online.metro-cc.ru/products/bounty-s-myakotyu-kokosa-v-molochnmm-55g-h-32sht,1852.8,,BOUNTY,Санкт-Петербург
538973,"Батончик шоколадный Snickers Криспер, 60г",https://online.metro-cc.ru/products/art-58925,56.9,62.9,SNICKERS,Санкт-Петербург
248617,"Шоколад Kinder Country молочный со злаками, 94г",https://online.metro-cc.ru/products/molochnyj-kinder-reg-chocolate-so-zlakami-s-molochno-zlakovoj-nachinkoj-94g,259.0,,KINDER COUNTRY,Санкт-Петербург
597627,"Шоколад Россия Щедрая душа Очень молочный, 82г",https://online.metro-cc.ru/products/molochnyj-rossiya-schedraya-dusha-82g,72.9,,РОССИЯ ЩЕДРАЯ ДУША,Санкт-Петербург
576000,"Шоколад Аленка Красный Октябрь молочный с драже, 90г",https://online.metro-cc.ru/products/alenka-krasnyj-oktyabr-s-drazhe-90-g,129.0,,АЛЕНКА,Санкт-Петербург
484037,"Шоколад Победа вкуса горький 72% какао без сахара, 100г",https://online.metro-cc.ru/products/pobeda-gorkij-72-kakao-bez-sahara-100-g,189.0,234.0,ПОБЕДА ВКУСА,Санкт-Петербург
156674,"Батончик шоколадный Twix Xtra, 82г",https://online.metro-cc.ru/products/art-401987,94.9,,TWIX,Санкт-Петербург
604908600,"Шоколад молочный Lindt с орехом, 300г",https://online.metro-cc.ru/products/shokolad-molochnyy-lindt-s-orehom-300g,929.0,1179.0,LINDT,Санкт-Петербург
488310,"Шоколад Ritter Sport белый Цельный лесной орех и хлопья, 100г",https://online.metro-cc.ru/products/ritter-sport-belyj-celnyj-lesnoj-oreh-hlopya-100g,199.0,245.0,RITTER SPORT,Санкт-Петербург
258815,"Батончик Picnic Big с арахисом, изюмом и карамелью шоколадный, 76г",https://online.metro-cc.ru/products/picnic-big-s-arahisom-karamelyu-76g,82.9,89.9,PICNIC,Санкт-Петербург
241515,"Шоколад Bucheron молочный с фисташками, 100г",https://online.metro-cc.ru/products/bucheron-molochnyj-s-fistashkami-100g,349.0,359.0,BUCHERON,Санкт-Петербург
615209,"Шоколад Nature's Own Factory гречишный с кокосом, 20г",https://online.metro-cc.ru/products/grechishnyj-s-kokosom-nature-039s-own-factory-24g,149.0,162.0,NATURE'S OWN FACTORY,Санкт-Петербург
607845608,Шоколад молочный Alpen Gold 80г,https://online.metro-cc.ru/products/80g-shokolad-molochnyy-alpen-gold,83.9,102.0,ALPEN GOLD,Санкт-Петербург
194250,Батончик шоколадный Mars 50г,https://online.metro-cc.ru/products/mars-36h50g-401983,57.9,,MARS,Санкт-Петербург
371737,"Шоколад Merci Кофе и сливки, 100г",https://online.metro-cc.ru/products/merci-kofe-slivki-100g,225.0,235.0,MERCI,Санкт-Петербург
508265,"Шоколад Bucheron горький с миндалем, 100г",https://online.metro-cc.ru/products/bucheron-gorkij-s-mindalem-100g,219.0,284.0,BUCHERON,Санкт-Петербург
85930,"Батончик шоколадный Twix Xtra, 82г x 24 шт",https://online.metro-cc.ru/products/twix-ekstra-82g-248140,2277.6,,TWIX,Санкт-Петербург
607845603,"Шоколад молочный Alpen Gold соленый арахис-крекер, 80г",https://online.metro-cc.ru/products/80g-shok-molochnyy-alpen-gold-solyonyy-arahis-kreker,83.9,102.0,ALPEN GOLD,Санкт-Петербург
155952,"Батончик шоколадный Mars Max, 81г x 24 шт",https://online.metro-cc.ru/products/mars-maks-15-81g-453146,2277.6,,MARS,Санкт-Петербург
447480,"Шоколад Kinder Maxi с молочной начинкой, 21г",https://online.metro-cc.ru/products/molochnyj-kinderampreg-chocolate-maxi-s-molochnoj-nachinkoj-21g,36.9,,KINDER MAXI,Санкт-Петербург
540936,"Шоколад Бабаевский элитный, 90г",https://online.metro-cc.ru/products/shokolad-babaevskij-elitnyj,165.0,,БАБАЕВСКИЙ,Санкт-Петербург
597600,"Шоколад Россия Щедрая душа Кофе с молоком молочный, 82г",https://online.metro-cc.ru/products/molochnyj-rossiya-schedraya-dusha-kofe-s-molokom-82g,72.9,,РОССИЯ ЩЕДРАЯ ДУША,Санкт-Петербург
173450,"Шоколад Ritter Sport молочный Альпийское молоко, 100г",https://online.metro-cc.ru/products/ritter-sport-molochnyj-alpijskoe-moloko-100g,164.0,193.0,RITTER SPORT,Санкт-Петербург
213932,Батончик шоколадный Bounty 55г,https://online.metro-cc.ru/products/bounty-s-myakotyu-kokosa-55g,57.9,,BOUNTY,Санкт-Петербург
615266,"Шоколад Nature's Own Factory гречишный белый, 20г",https://online.metro-cc.ru/products/grechishnyj-belyj-nature-039s-own-factory-24g,129.0,164.0,NATURE'S OWN FACTORY,Санкт-Петербург
633418788,"Шоколад Milka Bubbles пористый молочный, 72г",https://online.metro-cc.ru/products/72g-shokolad-molochnyy-milka-bubbles-poristyy,125.0,129.0,MILKA,Санкт-Петербург
661335,"Шоколад гречишный Nature's Own Factory в ассортименте 5г х 52шт, 260г",https://online.metro-cc.ru/products/grechishnyj-natures-own-factory-v-assortimente-52x5g,2859.0,,NATURE'S OWN FACTORY,Санкт-Петербург
484164,"Шоколад Kinder 1/2 метра с молочной начинкой, 300г",https://online.metro-cc.ru/products/kinder-s-molochnoj-nachinkoj-300g,769.0,,KINDER,Санкт-Петербург
594324,"Батончик шоколадный Milky Way 4шт х 26г, 104г",https://online.metro-cc.ru/products/4h26g-batonchik-milky-way-shokoladnyj-mp,109.0,,MILKY WAY,Санкт-Петербург
105711,"Батончик шоколадный Snickers Лесной Орех, 81г",https://online.metro-cc.ru/products/snickers-c-lesnym-orehom-81g,77.9,94.9,SNICKERS,Санкт-Петербург
294764079,"Шоколад Nature's Own Factory гречишный детский белый детский с бананом, 20г",https://online.metro-cc.ru/products/20g-grechishnyy-shokolad-natures-factory-belyy-detsk-s-bananom,139.0,143.0,NATURE'S OWN FACTORY,Санкт-Петербург
594577,"Батончик шоколадный Bounty 27.5г х 6шт, 165г",https://online.metro-cc.ru/products/6h275g-konfety-bounty-shokoladnye-mp,185.0,,BOUNTY,Санкт-Петербург
483916,"Шоколад Победа вкуса молочный без сахара 36% какао, 100г",https://online.metro-cc.ru/products/pobeda-molochnyj-32-kakao-bez-sahara-100-g,159.0,189.0,ПОБЕДА ВКУСА,Санкт-Петербург
637167290,"Шоколад Kinder молочный фигурный Новый год, 35г",https://online.metro-cc.ru/products/shokolad-kinder-molochnyy-figurnyy-novyy-god-35g,154.0,,KINDER,Санкт-Петербург
258715,"Батончик Picnic с арахисом, карамелью шоколадный, 38г",https://online.metro-cc.ru/products/picnic-s-arahisom-karamelyu-38-g,45.9,47.9,PICNIC,Санкт-Петербург
85131,Батончик шоколадный Twix 55г x 40 шт,https://online.metro-cc.ru/products/twix-55g,2316.0,,TWIX,Санкт-Петербург
427769,"Шоколад Ritter Sport темный Цельный лесной орех, 100г",https://online.metro-cc.ru/products/ritter-sport-temnyj-celnyj-lesnoj-oreh-100g,199.0,245.0,RITTER SPORT,Санкт-Петербург
240717,"Шоколад Bucheron горький 72%, 100г",https://online.metro-cc.ru/products/bucheron-gorkij-72-kakao-100g,349.0,359.0,BUCHERON,Санкт-Петербург
633417183,"Шоколад Milka молочный, 80г",https://online.metro-cc.ru/products/80g-shokolad-molochnyy-milka,125.0,129.0,MILKA,Санкт-Петербург
407565,"Шоколад Dove молочный, 90г",https://online.metro-cc.ru/products/art-548125,139.0,143.0,DOVE,Санкт-Петербург
185713,"Шоколад Lindt Excellence темный с кусочками апельсина и миндаля, 100г",https://online.metro-cc.ru/products/lindt-excellence-temnyj-s-kusochkami-apelsina-mindalya-100g,315.0,329.0,LINDT,Санкт-Петербург
597542,"Шоколад Россия Щедрая душа Российский темный, 82г",https://online.metro-cc.ru/products/temnyj-rossiya-schedraya-dusha-82g,79.9,,РОССИЯ ЩЕДРАЯ ДУША,Санкт-Петербург
147643,"Шоколадное яйцо Kinder Surprise Серия для девочек, 20г x 36 шт",https://online.metro-cc.ru/products/yajco-kinder-iz-molochnogo-dlya-devochek-20g,4968.0,,KINDER SURPRISE,Санкт-Петербург
